Date,Close,Avg_Sentiment
2024-11-20,1.9685391904662753e-05,0.0513222222222222
2024-11-21,1.8813828136944424e-05,0.36901833333333334
2024-11-22,2.0797492222702153e-05,45.085414444444446
2024-11-23,2.0536919444193624e-05,22.345933333333335
2024-11-24,2.046664323069607e-05,0.6148166666666667
2024-11-29,1.984273248157869e-05,0.5418166666666667
2024-11-30,2.0513765906052883e-05,0.5439366666666666
2024-12-01,2.027127219228258e-05,0.33379
2024-12-02,2.2345819121230334e-05,0.15633499999999995
2024-12-03,2.043609408432045e-05,-1.0109
2024-12-04,2.0417907511969304e-05,0.35273833333333326
2024-12-05,2.1638783758993888e-05,11.35953111111111
2024-12-07,2.1679161493282092e-05,0.9853877083333333
2024-12-08,2.5125873666229925e-05,4.443761041666667
2024-12-09,2.642811397345637e-05,0.5482766666666666
2024-12-13,2.3665820022768125e-05,19.181616666666667
2024-12-14,2.4713862617309934e-05,18.184549999999998
2024-12-15,2.3288429961011904e-05,7.931421416666666
2024-12-16,2.4214721944458092e-05,20.929216666666665
2024-12-17,2.355132172156122e-05,16.72425
2024-12-19,1.9433899313554017e-05,103.20153333333332
2024-12-20,1.720665407872913e-05,0.2839571428571428
2024-12-21,1.7678590358028538e-05,9.566274107142858
2024-12-24,1.8450588373303923e-05,25.37028
2024-12-26,1.852344664269997e-05,5.697178571428572
2024-12-27,1.736512721920458e-05,4.53687625
2024-12-28,1.783550075640512e-05,0.8390458333333335
2024-12-29,1.8729594313798705e-05,29.199
2024-12-30,1.7877963636739203e-05,23.331355
2024-12-31,1.8311366300901057e-05,0.1134177083333333
2025-01-01,1.997698908703727e-05,10.598046666666669
2025-01-02,1.938016315694583e-05,18.549405
2025-01-03,2.0467303239204464e-05,0.21855
2025-01-10,1.7021548857752137e-05,0.2804133333333333
2025-01-11,1.765769586337732e-05,0.27763
2025-01-12,1.8027984184878995e-05,12.054044444444445
2025-01-13,1.773030043971073e-05,127.26910000000001
2025-01-15,1.7467078103145693e-05,4.775911111111111
2025-01-16,1.915941894925392e-05,5.973166666666666
2025-01-17,1.8140238822151436e-05,0.3581166666666666
2025-01-18,2.03437945746625e-05,0.2665
2025-01-19,1.8395960711158683e-05,0.484175
2025-01-20,1.609411980358594e-05,0.4376533333333333
2025-01-21,1.57257770427359e-05,-2.526121666666667
2025-01-22,1.5925371360452962e-05,271.15321750000004
2025-01-23,1.5135153532029533e-05,38.44056722222222
2025-01-24,1.532574142455456e-05,9.49798888888889
2025-01-25,1.49086926207294e-05,-0.33745
2025-01-26,1.506527064043716e-05,0.2524666666666667
2025-01-27,1.4043575930746778e-05,165.52656666666667
2025-01-28,1.306711832990788e-05,44.36656733333333
2025-01-29,1.1452991433707351e-05,1.2328
2025-01-30,1.2449345435291576e-05,148.83061666666669
2025-01-31,1.2949807531281372e-05,89.11673333333333
2025-02-01,1.3854851295711588e-05,47.24271666666667
2025-02-02,1.2258940990010952e-05,-0.02210000000000001
2025-02-03,1.0760396881412251e-05,-10.98162777777778
2025-02-04,1.1007759265605876e-05,86.97626388888888
2025-02-06,1.0015449818880975e-05,142.52106666666668
2025-02-07,9.225827740726788e-06,-52.41352
2025-02-08,8.924641450704017e-06,28.79087
2025-02-09,9.59629715332514e-06,105.52704666666668
2025-02-10,9.565223419761852e-06,35.4197475925926
2025-02-15,1.0258800795226853e-05,2.67035
2025-02-19,9.24340061600097e-06,279.699885
2025-02-24,9.368960514063805e-06,-0.04849166666666671
2025-02-25,7.869360985077898e-06,1.4098333333333335
2025-03-02,7.587406866726591e-06,16.87281158730159
2025-03-03,8.809667019135499e-06,1.0629683333333333
2025-03-07,6.84477636683213e-06,-7.6527449999999995
2025-03-08,6.977135210639283e-06,1.5282333333333333
2025-03-09,6.665449809895258e-06,1.3780458333333334
2025-03-10,5.857004408429998e-06,1.0717891666666661
2025-03-11,5.7578438493628235e-06,5.518296666666667
2025-03-12,6.33497578699499e-06,12.108080740740741
2025-03-13,6.939394327617562e-06,85.59327
2025-03-14,6.698660939885624e-06,20.1484
2025-03-15,7.0634120216730535e-06,48.28438333333334
2025-03-16,7.1405027055909e-06,-0.3564
2025-03-19,7.229894439208522e-06,80.49646
2025-03-20,7.489409431406432e-06,-77.04975999999999
2025-03-21,7.628717285175099e-06,0.19816666666666666
2025-03-23,7.0506273216984034e-06,80.84053333333334
2025-03-24,7.313928488110016e-06,35.123376666666665
2025-03-25,7.949523579226839e-06,92.90666
2025-03-27,8.52431084847279e-06,115.20216
2025-03-29,7.782141463988082e-06,323.85906666666665
2025-03-30,7.239926642779728e-06,8.358304375000001
2025-04-02,7.722392071539077e-06,40.20133333333333
2025-04-04,6.702687449588117e-06,0.6928000000000001
2025-04-05,7.221138409497176e-06,42.82252
2025-04-06,7.074002217804275e-06,0.3039166666666666
2025-04-08,6.4360737788117215e-06,38.508120000000005
2025-04-09,6.0103152912968134e-06,-0.1118166666666666
2025-04-13,7.443354372937155e-06,47.316849999999995
2025-04-15,7.325866533673405e-06,0.22815
2025-04-17,7.146456606291687e-06,0.0
2025-04-18,7.236807944339438e-06,-2.825051666666666
2025-04-19,7.302945184709918e-06,40.84127
2025-04-20,7.515338327178189e-06,0.6228
2025-04-21,7.519203705286957e-06,138.69186666666667
2025-04-22,7.731800589504558e-06,18.643433333333338
2025-04-23,8.800353966218334e-06,3.9168
2025-04-24,8.809429336552883e-06,4.144326666666667
2025-04-25,8.770468280132884e-06,150.08435666666668
2025-04-27,9.169990893484556e-06,37.939440000000005
2025-04-28,8.779255488412477e-06,0.5998555555555556
2025-04-29,8.94668713957903e-06,0.3188133333333333
2025-05-02,8.707403093064864e-06,213.01567750000004
2025-05-04,8.209151106508903e-06,4.8479133333333335
2025-05-05,8.088386357958162e-06,1.2831333333333337
2025-05-06,7.941833090187724e-06,0.7883333333333332
2025-05-07,8.002059288100963e-06,0.9437333333333332
2025-05-09,1.109858111111442e-05,12.53725185185185
2025-05-11,1.3805902447463176e-05,55.42362083333333
2025-05-12,1.3598741995179948e-05,0.1030866666666666
2025-05-13,1.364872130466882e-05,3.2051733333333337
2025-05-14,1.4541240524736132e-05,9.279718333333333
2025-05-15,1.3905136351394903e-05,0.9982666666666667
2025-05-16,1.2964881709555024e-05,36.119954166666666
2025-05-17,1.266520963431952e-05,186.13446296296297
2025-05-18,1.217309401942754e-05,31.491811111111115
2025-05-19,1.347258175523004e-05,94.13112777777778
2025-05-20,1.3224852453582658e-05,1.7913125
2025-05-21,1.3127195863599028e-05,0.6722666666666667
2025-05-23,1.5118142924827318e-05,1.00214
2025-05-24,1.390451343730753e-05,24.6529425
2025-05-25,1.3797630889131535e-05,48.64828333333333
2025-05-26,1.3536887858193237e-05,2.1045701388888887
2025-05-27,1.3797622351375604e-05,178.05963333333332
2025-05-28,1.3897272185190728e-05,3.4818587301587303
2025-05-28,1.3722062761613005e-05,3.4818587301587303
